applicant_id,age,income_annual,employment_type,home_ownership,loan_purpose,education,loan_amount,credit_score,debt_to_income_ratio,default
A00635,29,57580.0,Unemployed,Mortgage,Auto,,5261.0,663.0,0.489,0
A00636,54,88933.0,Salaried,Rent,Auto,Bachelor,5683.0,776.0,0.247,0
A00637,32,152752.0,Salaried,Rent,Medical,Bachelor,637.0,667.0,0.245,1
A00638,35,72845.0,Salaried,Rent,Medical,Bachelor,878.0,654.0,0.382,0
A00639,59,53164.0,Retired,Rent,Business,High School,2583.0,700.0,0.5,1
A00640,67,47823.0,Salaried,Own,Education,Bachelor,1881.0,639.0,0.187,0
A00641,53,67342.0,Salaried,Rent,Auto,Master,2070.0,643.0,0.33,0
A00642,65,95790.0,Salaried,Mortgage,Business,Bachelor,3110.0,707.0,0.323,0
A00643,62,179970.0,Salaried,Rent,Auto,High School,4559.0,692.0,0.42,1
A00644,44,63319.0,Salaried,Rent,Home Improvement,Bachelor,1499.0,819.0,0.356,0
A00645,58,72888.0,Self-Employed,Own,Auto,Bachelor,4894.0,709.0,0.288,0
A00646,37,127892.0,Unemployed,Own,Medical,,1722.0,695.0,0.541,1
A00647,43,79055.0,Salaried,Own,Home Improvement,Bachelor,8024.0,610.0,0.3,0
A00648,47,76641.0,Salaried,Mortgage,Medical,Bachelor,5298.0,714.0,0.327,0
A00649,68,118106.0,Salaried,Own,Business,Master,1830.0,633.0,0.116,0
A00650,62,73511.0,Salaried,Rent,Business,High School,1086.0,706.0,0.247,0
A00651,44,49180.0,Self-Employed,Mortgage,Auto,High School,1784.0,,0.438,1
A00652,52,108693.0,Self-Employed,Rent,Business,Bachelor,1649.0,683.0,0.403,1
A00653,30,39038.0,Self-Employed,Mortgage,Home Improvement,High School,3657.0,836.0,0.468,1
A00654,60,101666.0,Salaried,Mortgage,Home Improvement,Bachelor,645.0,773.0,0.435,1
A00655,48,70795.0,Self-Employed,Own,Education,,886.0,757.0,0.667,1
A00656,47,63560.0,Salaried,Rent,Education,High School,3614.0,730.0,0.255,0
A00657,58,62974.0,Salaried,Own,Business,Bachelor,1593.0,795.0,0.115,0
A00658,52,67249.0,Retired,Own,Medical,PhD,1992.0,602.0,0.201,0
A00659,24,60283.0,Self-Employed,Own,Auto,Bachelor,4112.0,769.0,0.265,0
A00660,35,83271.0,Retired,Rent,Auto,Bachelor,4599.0,631.0,0.22,1
A00661,29,61038.0,Retired,Own,Auto,Bachelor,5145.0,658.0,0.389,0
A00662,57,34506.0,Self-Employed,Mortgage,Education,High School,3905.0,716.0,0.572,0
A00663,22,70985.0,Retired,Rent,Auto,High School,2345.0,775.0,0.591,1
A00664,30,33834.0,Salaried,Rent,Auto,Bachelor,2216.0,605.0,0.445,0
A00665,50,70816.0,Salaried,Own,Auto,Bachelor,2076.0,647.0,0.68,1
A00666,55,59854.0,Salaried,Own,Home Improvement,High School,1195.0,,0.303,1
A00667,45,98823.0,Salaried,Mortgage,Auto,,1469.0,668.0,0.11,0
A00668,63,64507.0,Salaried,Own,Auto,Master,4781.0,736.0,0.53,0
A00669,66,93401.0,Salaried,Rent,Education,High School,1704.0,850.0,0.08,0
A00670,27,89426.0,Self-Employed,Mortgage,Auto,Bachelor,1206.0,707.0,0.241,0
A00671,67,90346.0,Self-Employed,Mortgage,Home Improvement,Bachelor,5023.0,632.0,0.445,1
A00672,51,121908.0,Self-Employed,Own,Home Improvement,Bachelor,3015.0,596.0,0.342,0
A00673,52,65332.0,Salaried,Mortgage,Education,High School,521.0,659.0,0.324,0
A00674,25,72501.0,Self-Employed,Own,Education,High School,6354.0,619.0,0.199,1
A00675,51,82450.0,Salaried,Rent,Education,Bachelor,5995.0,710.0,0.37,1
A00676,56,73311.0,Salaried,Own,Auto,Bachelor,1274.0,709.0,0.506,1
A00677,49,64558.0,Salaried,Rent,Education,High School,2488.0,,0.365,1
A00678,25,50746.0,Salaried,Rent,Auto,Bachelor,1387.0,,0.234,0
A00679,46,71285.0,Salaried,Own,Auto,Bachelor,1384.0,632.0,0.169,1
A00680,66,40461.0,Unemployed,Own,Medical,High School,2029.0,612.0,0.244,0
A00681,56,33045.0,Self-Employed,Mortgage,Auto,Bachelor,3714.0,722.0,0.443,1
A00682,27,46725.0,Self-Employed,Own,Auto,High School,3735.0,738.0,0.426,1
A00683,68,89954.0,Salaried,Own,Medical,Bachelor,3503.0,763.0,0.242,0
A00684,67,77212.0,Unemployed,Rent,Education,High School,2343.0,648.0,0.027,1
A00685,29,,Self-Employed,Mortgage,Auto,Bachelor,3875.0,748.0,0.426,0
A00686,60,54910.0,Salaried,Own,Auto,High School,1187.0,637.0,0.222,0
A00687,40,102648.0,Self-Employed,Mortgage,Auto,Bachelor,3033.0,740.0,0.462,1
A00688,50,42032.0,Salaried,Mortgage,Auto,Bachelor,2664.0,739.0,0.256,1
A00689,42,47327.0,Salaried,Rent,Business,Master,2248.0,778.0,0.216,0
A00690,59,101964.0,Salaried,Own,Home Improvement,Bachelor,3101.0,,0.382,1
A00691,69,75176.0,Salaried,Rent,Education,Master,597.0,621.0,0.706,1
A00692,59,90495.0,Salaried,Rent,Education,High School,1414.0,734.0,0.467,0
A00693,66,77331.0,Salaried,Own,Business,Bachelor,3574.0,508.0,0.384,1
A00694,67,57662.0,Salaried,Own,Business,High School,2630.0,712.0,0.418,0
A00695,25,45394.0,Retired,Mortgage,Auto,Bachelor,942.0,764.0,0.094,0
A00696,33,35717.0,Salaried,Rent,Auto,Bachelor,2585.0,,0.203,1
A00697,56,132199.0,Salaried,Mortgage,Education,Master,1919.0,652.0,0.02,0
A00698,49,38539.0,Salaried,Rent,Medical,Bachelor,4827.0,610.0,0.647,1
A00699,23,116546.0,Retired,Rent,Auto,,1259.0,661.0,0.582,1
A00700,25,73671.0,Self-Employed,Rent,Education,High School,1280.0,648.0,0.414,1
A00701,46,78203.0,Retired,Mortgage,Education,High School,3316.0,651.0,0.383,1
A00702,51,76336.0,Salaried,Mortgage,Auto,Master,2399.0,632.0,0.127,0
A00703,29,86284.0,Salaried,Rent,Medical,High School,2334.0,662.0,0.325,1
A00704,29,53052.0,Self-Employed,Mortgage,Business,High School,8015.0,662.0,0.664,0
A00705,27,31641.0,Salaried,Rent,Medical,Master,3785.0,802.0,0.406,0
A00706,48,57236.0,Unemployed,Own,Auto,PhD,2149.0,594.0,0.277,1
A00707,21,83584.0,Unemployed,Own,Auto,Bachelor,864.0,642.0,0.089,1
A00708,49,47486.0,Salaried,Rent,Home Improvement,Bachelor,2072.0,643.0,0.57,1
A00709,44,103615.0,Retired,Mortgage,Medical,Master,1171.0,657.0,0.343,0
A00710,43,67697.0,Self-Employed,Own,Auto,High School,1469.0,569.0,0.093,0
A00711,54,45975.0,Salaried,Own,Auto,Bachelor,1495.0,578.0,0.221,1
A00712,46,74907.0,Salaried,Mortgage,Business,Bachelor,4643.0,602.0,0.177,0
A00713,56,83064.0,Salaried,Rent,Business,,1005.0,692.0,0.334,0
A00714,58,85283.0,Unemployed,Own,Home Improvement,Master,4393.0,690.0,0.397,1
A00715,66,24311.0,Salaried,Own,Business,Bachelor,3373.0,564.0,0.316,0
A00716,60,23325.0,Salaried,Mortgage,Education,High School,3344.0,,0.51,1
A00717,46,102007.0,Self-Employed,Rent,Education,Bachelor,1438.0,591.0,0.366,1
A00718,45,40942.0,Salaried,Mortgage,Auto,High School,4040.0,663.0,0.539,0
A00719,32,102061.0,Salaried,Rent,Business,Master,1329.0,750.0,0.3,0
A00720,50,105661.0,Self-Employed,Rent,Medical,High School,5749.0,651.0,0.823,1
A00721,27,45428.0,Salaried,Mortgage,Auto,High School,4681.0,677.0,0.296,1
A00722,66,48553.0,Salaried,Rent,Home Improvement,Bachelor,6240.0,775.0,0.253,0
A00723,62,92213.0,Salaried,Rent,Education,Bachelor,2694.0,710.0,0.205,0
A00724,26,61176.0,Salaried,Mortgage,Auto,Master,2392.0,631.0,0.33,0
A00725,59,111670.0,Salaried,Mortgage,Education,High School,2059.0,690.0,0.098,0
A00726,26,123730.0,Self-Employed,Rent,Home Improvement,Master,8012.0,626.0,0.414,1
A00727,56,45957.0,Retired,Rent,Home Improvement,High School,3703.0,722.0,0.088,1
A00728,25,52684.0,Salaried,Rent,Medical,High School,1170.0,713.0,0.381,1
A00729,44,73494.0,Retired,Rent,Home Improvement,Bachelor,5354.0,606.0,0.169,1
A00730,53,31362.0,Self-Employed,Mortgage,Home Improvement,High School,2326.0,691.0,0.315,1
A00731,56,36060.0,Self-Employed,Rent,Home Improvement,Bachelor,362.0,672.0,0.444,0
A00732,41,50585.0,Self-Employed,Rent,Home Improvement,,1630.0,715.0,0.705,1
A00733,66,140535.0,Self-Employed,Own,Education,High School,4753.0,734.0,0.198,0
A00734,58,77605.0,Unemployed,Own,Business,Bachelor,3410.0,651.0,0.341,0
A00735,31,55700.0,Salaried,Mortgage,Medical,High School,3787.0,660.0,0.262,0
A00736,53,48419.0,Salaried,Rent,Business,Bachelor,5303.0,741.0,0.252,0
A00737,56,45251.0,Salaried,Mortgage,Auto,Bachelor,753.0,623.0,0.248,1
A00738,37,57140.0,Salaried,Rent,Business,High School,1644.0,594.0,0.482,1
A00739,57,55983.0,Self-Employed,Own,Home Improvement,Master,2714.0,472.0,0.291,1
A00740,65,65099.0,Salaried,Mortgage,Education,High School,4773.0,675.0,0.709,1
A00741,61,84540.0,Salaried,Mortgage,Home Improvement,Bachelor,1321.0,627.0,0.417,0
A00742,58,68734.0,Salaried,Own,Education,High School,2145.0,706.0,0.208,0
A00743,52,94291.0,Salaried,Rent,Auto,Master,2629.0,552.0,0.303,0
A00744,34,63420.0,Self-Employed,Own,Auto,Bachelor,1594.0,638.0,0.237,1
A00745,59,127499.0,Self-Employed,Rent,Business,Bachelor,2625.0,711.0,0.476,0
A00746,38,93422.0,Salaried,Own,Medical,PhD,2397.0,613.0,0.112,0
A00747,47,76823.0,Salaried,Rent,Education,High School,1873.0,707.0,0.156,1
A00748,36,84647.0,Salaried,Mortgage,Business,Master,4064.0,644.0,0.276,1
A00749,36,57692.0,Salaried,Own,Education,Bachelor,3641.0,678.0,0.471,1
A00750,28,64717.0,Self-Employed,Own,Education,Master,4152.0,719.0,0.554,1
A00751,68,63817.0,Self-Employed,Own,Home Improvement,Master,4359.0,742.0,0.578,0
A00752,28,53373.0,Salaried,Mortgage,Business,PhD,6055.0,686.0,0.464,1
A00753,25,42622.0,Salaried,Rent,Business,High School,916.0,627.0,0.344,0
A00754,66,86359.0,Retired,Mortgage,Medical,Master,999.0,665.0,0.473,0
A00755,48,99931.0,Self-Employed,Mortgage,Home Improvement,Master,3879.0,721.0,0.19,0
A00756,42,81789.0,Salaried,Mortgage,Auto,Bachelor,1984.0,614.0,0.081,0
A00757,57,68660.0,Salaried,Mortgage,Auto,High School,1826.0,668.0,0.423,1
A00758,39,150241.0,Salaried,Rent,Auto,PhD,1678.0,655.0,0.202,0
A00759,27,55451.0,Retired,Mortgage,Medical,High School,4228.0,688.0,0.363,0
A00760,56,77786.0,Salaried,Rent,Business,Bachelor,7672.0,614.0,0.398,1
A00761,29,,Salaried,Rent,Business,Bachelor,4376.0,560.0,0.4,1
A00762,48,46856.0,Retired,Mortgage,Education,High School,1918.0,729.0,0.503,0
A00763,67,88836.0,Self-Employed,Own,Auto,Bachelor,4130.0,743.0,0.489,0
A00764,66,130858.0,Salaried,Own,Business,High School,984.0,564.0,0.382,0
A00765,38,70736.0,Salaried,Mortgage,Home Improvement,Bachelor,303.0,704.0,0.285,0
A00766,59,,Salaried,Mortgage,Education,Master,2290.0,750.0,0.375,0
A00767,51,55568.0,Self-Employed,Rent,Auto,High School,755.0,719.0,0.265,0
A00768,44,84286.0,Salaried,Mortgage,Education,Bachelor,1987.0,653.0,0.328,0
A00769,27,52916.0,Retired,Mortgage,Education,High School,2889.0,634.0,0.759,0
A00770,39,69210.0,Retired,Rent,Auto,Master,8452.0,700.0,0.414,0
A00771,52,40855.0,Salaried,Mortgage,Education,,4968.0,696.0,0.454,1
A00772,69,27007.0,Self-Employed,Rent,Business,High School,763.0,686.0,0.253,0
A00773,21,59498.0,Salaried,Own,Education,Bachelor,824.0,,0.507,1
A00774,56,59157.0,Salaried,Mortgage,Education,Bachelor,1600.0,610.0,0.472,1
A00775,62,61328.0,Self-Employed,Rent,Auto,Bachelor,6693.0,707.0,0.498,1
A00776,67,92355.0,Salaried,Rent,Home Improvement,Bachelor,799.0,711.0,0.385,0
A00777,41,101010.0,Salaried,Rent,Education,,1673.0,693.0,0.51,1
A00778,26,78989.0,Salaried,Mortgage,Education,Bachelor,1661.0,687.0,0.547,1
A00779,34,89912.0,Salaried,Rent,Auto,High School,3319.0,789.0,0.404,1
A00780,62,53449.0,Salaried,Mortgage,Business,Bachelor,4166.0,639.0,0.356,1
A00781,64,48976.0,Self-Employed,Mortgage,Home Improvement,Master,3656.0,763.0,0.507,0
A00782,52,84925.0,Unemployed,Own,Auto,High School,3050.0,572.0,0.225,0
A00783,27,46642.0,Self-Employed,Own,Auto,Bachelor,942.0,752.0,0.248,1
A00784,26,44874.0,Unemployed,Mortgage,Auto,High School,2757.0,700.0,0.36,1
A00785,44,182533.0,Salaried,Own,Business,Master,5507.0,661.0,0.098,0
A00786,49,72406.0,Unemployed,Rent,Home Improvement,,6430.0,728.0,0.501,1
A00787,22,59171.0,Salaried,Rent,Education,Bachelor,3251.0,710.0,0.222,0
A00788,54,56784.0,Salaried,Rent,Education,High School,773.0,623.0,0.283,0
A00789,47,41241.0,Retired,Own,Business,Bachelor,3274.0,671.0,0.342,0
A00790,21,78375.0,Salaried,Rent,Business,PhD,2387.0,754.0,0.365,1
A00791,25,63365.0,Salaried,Own,Auto,Bachelor,867.0,740.0,0.303,1
A00792,43,99910.0,Salaried,Mortgage,Auto,Bachelor,1272.0,611.0,0.344,1
A00793,56,85914.0,Salaried,Rent,Education,Bachelor,1434.0,671.0,0.346,0
A00794,61,62590.0,Salaried,Own,Business,Bachelor,3863.0,693.0,0.301,0
A00795,42,33785.0,Salaried,Own,Business,Bachelor,6238.0,647.0,0.289,0
A00796,35,72477.0,Retired,Own,Business,High School,3534.0,848.0,0.527,0
A00797,68,70111.0,Salaried,Mortgage,Home Improvement,High School,3939.0,695.0,0.051,0
A00798,43,31641.0,Salaried,Rent,Auto,Bachelor,2471.0,676.0,0.343,0
A00799,36,82235.0,Salaried,Own,Education,Master,1812.0,757.0,0.286,1
A00800,42,46101.0,Unemployed,Own,Auto,Master,3575.0,596.0,0.436,1
A00801,21,101905.0,Salaried,Mortgage,Home Improvement,Master,3083.0,745.0,0.141,0
A00802,35,68566.0,Salaried,Own,Medical,Bachelor,1519.0,572.0,0.282,0
A00803,46,56219.0,Salaried,Rent,Education,High School,2940.0,651.0,0.35,0
A00804,66,76211.0,Self-Employed,Rent,Auto,Bachelor,2589.0,748.0,0.521,1
A00805,57,74489.0,Self-Employed,Rent,Business,PhD,2136.0,782.0,0.408,0
A00806,59,73488.0,Self-Employed,Rent,Business,Bachelor,1769.0,630.0,0.18,0
A00807,47,96743.0,Self-Employed,Mortgage,Business,Bachelor,3270.0,622.0,0.287,0
A00808,26,77920.0,Salaried,Rent,Auto,,1845.0,717.0,0.49,1
A00809,40,54459.0,Salaried,Own,Home Improvement,Master,7648.0,640.0,0.212,0
A00810,69,64058.0,Salaried,Own,Business,Master,3461.0,663.0,0.354,1
A00811,23,115731.0,Salaried,Rent,Business,Master,3312.0,737.0,0.357,1
A00812,64,52753.0,Salaried,Own,Business,Bachelor,2320.0,645.0,0.305,0
A00813,54,81744.0,Salaried,Rent,Home Improvement,High School,2023.0,552.0,0.762,1
A00814,34,98099.0,Salaried,Rent,Home Improvement,Bachelor,644.0,595.0,0.29,0
A00815,59,84668.0,Self-Employed,Rent,Medical,High School,1591.0,681.0,0.423,1
A00816,62,72641.0,Salaried,Mortgage,Education,Master,762.0,559.0,0.238,1
A00817,23,76763.0,Self-Employed,Mortgage,Education,Bachelor,754.0,661.0,0.432,1
A00818,26,86659.0,Self-Employed,Rent,Business,Bachelor,1140.0,590.0,0.485,0
A00819,53,52535.0,Salaried,Own,Business,High School,5076.0,,0.291,0
A00820,69,70277.0,Salaried,Mortgage,Auto,Bachelor,5077.0,821.0,0.363,0
A00821,22,149885.0,Self-Employed,Rent,Auto,Bachelor,1633.0,611.0,0.219,1
A00822,53,82676.0,Self-Employed,Rent,Home Improvement,High School,931.0,697.0,0.182,1
A00823,27,73579.0,Salaried,Rent,Home Improvement,Master,1963.0,618.0,0.514,1
A00824,52,61761.0,Salaried,Own,Home Improvement,Bachelor,3840.0,660.0,0.286,0
A00825,51,52740.0,Self-Employed,Mortgage,Education,Bachelor,4497.0,797.0,0.02,0
A00826,25,77704.0,Self-Employed,Mortgage,Business,High School,2925.0,650.0,0.626,1
A00827,54,79686.0,Salaried,Own,Home Improvement,Bachelor,3237.0,661.0,0.242,1
A00828,64,68574.0,Salaried,Mortgage,Education,Bachelor,3048.0,619.0,0.326,0
A00829,63,174409.0,Retired,Mortgage,Auto,Master,817.0,770.0,0.598,0
A00830,22,54343.0,Salaried,Own,Home Improvement,High School,994.0,468.0,0.334,1
A00831,33,49945.0,Unemployed,Mortgage,Auto,PhD,6400.0,591.0,0.364,1
A00832,32,62075.0,Salaried,Own,Medical,Bachelor,2910.0,677.0,0.18,0
A00833,43,69370.0,Salaried,Mortgage,Business,High School,521.0,637.0,0.107,0
A00834,28,51793.0,Salaried,Own,Business,High School,3336.0,736.0,0.344,0
A00835,62,77018.0,Salaried,Rent,Auto,,1386.0,758.0,0.41,0
A00836,59,80070.0,Retired,Own,Business,Master,4725.0,603.0,0.414,1
A00837,60,90462.0,Salaried,Rent,Auto,High School,4448.0,816.0,0.293,0
A00838,30,58539.0,Retired,Own,Home Improvement,Bachelor,3716.0,602.0,0.372,1
A00839,21,111955.0,Salaried,Mortgage,Auto,Bachelor,2914.0,764.0,0.082,0
A00840,65,88193.0,Unemployed,Mortgage,Business,Master,5386.0,630.0,0.437,1
A00841,35,53957.0,Retired,Own,Business,Bachelor,5665.0,662.0,0.406,0
A00842,53,51713.0,Self-Employed,Mortgage,Auto,Master,1405.0,653.0,0.654,0
A00843,65,63586.0,Salaried,Rent,Auto,High School,3696.0,678.0,0.369,1
A00844,22,80142.0,Self-Employed,Rent,Business,Master,1784.0,694.0,0.215,1
A00845,21,84418.0,Salaried,Mortgage,Auto,High School,1276.0,620.0,0.347,1
A00846,21,88131.0,Retired,Own,Auto,,5694.0,680.0,0.32,1
A00847,28,145947.0,Salaried,Rent,Education,PhD,4096.0,630.0,0.424,0
A00848,23,35265.0,Salaried,Mortgage,Home Improvement,,3020.0,601.0,0.38,1
A00849,61,36914.0,Salaried,Own,Medical,High School,1494.0,627.0,0.173,0
A00850,50,67901.0,Self-Employed,Rent,Education,Bachelor,5770.0,605.0,0.13,1
A00851,69,140977.0,Retired,Mortgage,Home Improvement,High School,1387.0,668.0,0.392,0
A00852,60,92010.0,Salaried,Rent,Medical,High School,1169.0,708.0,0.561,1
A00853,68,48887.0,Self-Employed,Mortgage,Education,Bachelor,2582.0,688.0,0.378,1
A00854,32,75606.0,Retired,Mortgage,Education,Master,3849.0,823.0,0.487,0
A00855,35,66455.0,Salaried,Own,Education,Master,2085.0,536.0,0.511,1
A00856,62,65606.0,Salaried,Rent,Education,High School,16299.0,711.0,0.465,1
A00857,32,58146.0,Self-Employed,Own,Business,Bachelor,2860.0,680.0,0.243,0
A00858,23,73387.0,Self-Employed,Rent,Auto,Master,1777.0,733.0,0.387,0
A00859,53,103952.0,Salaried,Rent,Business,High School,1918.0,727.0,0.537,1
A00860,60,59988.0,Unemployed,Rent,Auto,High School,6819.0,609.0,0.464,0
A00861,68,88374.0,Salaried,Own,Education,High School,2451.0,691.0,0.471,0
A00862,66,94090.0,Retired,Mortgage,Auto,Bachelor,5587.0,647.0,0.298,0
A00863,26,111602.0,Unemployed,Mortgage,Medical,High School,738.0,660.0,0.322,0
A00864,58,51409.0,Unemployed,Mortgage,Business,Bachelor,4757.0,498.0,0.36,1
A00865,62,71293.0,Salaried,Rent,Education,PhD,1552.0,730.0,0.349,1
A00866,55,55799.0,Salaried,Mortgage,Auto,High School,4093.0,678.0,0.547,1
A00867,61,73437.0,Salaried,Rent,Auto,Bachelor,1544.0,648.0,0.02,0
A00868,62,73259.0,Salaried,Own,Business,High School,1997.0,665.0,0.363,0
A00869,42,47057.0,Self-Employed,Mortgage,Auto,High School,1242.0,670.0,0.346,0
A00870,22,75004.0,Salaried,Own,Business,Master,4151.0,764.0,0.161,0
A00871,43,148925.0,Salaried,Rent,Education,Bachelor,4586.0,,0.46,0
A00872,30,84539.0,Salaried,Own,Auto,Master,1590.0,759.0,0.247,1
A00873,26,43826.0,Salaried,Mortgage,Business,Bachelor,879.0,643.0,0.302,1
A00874,27,,Salaried,Rent,Medical,High School,5502.0,721.0,0.66,1
A00875,55,69993.0,Self-Employed,Mortgage,Auto,Bachelor,1714.0,724.0,0.509,1
A00876,45,50711.0,Self-Employed,Own,Home Improvement,High School,2358.0,620.0,0.45,0
A00877,47,109297.0,Salaried,Own,Auto,Master,1410.0,598.0,0.411,1
A00878,57,42084.0,Unemployed,Mortgage,Education,,3901.0,616.0,0.353,0
A00879,47,84756.0,Unemployed,Mortgage,Education,High School,3986.0,673.0,0.664,1
A00880,51,39184.0,Salaried,Own,Medical,Bachelor,6009.0,575.0,0.516,0
A00881,25,69594.0,Self-Employed,Mortgage,Business,Bachelor,4851.0,633.0,0.258,1
A00882,62,48198.0,Salaried,Own,Auto,,4645.0,717.0,0.169,0
A00883,42,90388.0,Salaried,Mortgage,Home Improvement,High School,2510.0,683.0,0.443,1
A00884,28,102301.0,Salaried,Mortgage,Business,High School,2327.0,772.0,0.348,1
A00885,60,80055.0,Salaried,Own,Home Improvement,High School,3894.0,,0.15,0
A00886,56,104083.0,Unemployed,Own,Business,Bachelor,2429.0,773.0,0.421,1
A00887,23,29215.0,Retired,Own,Home Improvement,Bachelor,4913.0,595.0,0.36,1
A00888,30,74660.0,Unemployed,Own,Business,High School,1342.0,488.0,0.435,1
A00889,21,84316.0,Self-Employed,Mortgage,Education,Bachelor,723.0,676.0,0.419,0
A00890,34,88300.0,Self-Employed,Rent,Education,Bachelor,3636.0,606.0,0.271,1
A00891,25,35478.0,Retired,Rent,Business,High School,1845.0,692.0,0.461,1
A00892,55,82502.0,Salaried,Mortgage,Education,Master,1206.0,675.0,0.28,0
A00893,46,89010.0,Salaried,Mortgage,Business,Bachelor,8188.0,667.0,0.313,0
A00894,69,74354.0,Self-Employed,Mortgage,Auto,Bachelor,2648.0,625.0,0.281,1
A00895,57,43973.0,Salaried,Rent,Home Improvement,Bachelor,1011.0,708.0,0.527,0
A00896,50,57993.0,Salaried,Own,Auto,High School,1711.0,659.0,0.317,1
A00897,45,109512.0,Salaried,Mortgage,Home Improvement,Master,2208.0,752.0,0.562,1
A00898,23,104804.0,Self-Employed,Mortgage,Auto,Bachelor,3602.0,668.0,0.628,1
A00899,24,83748.0,Salaried,Own,Auto,Bachelor,1724.0,617.0,0.245,0
A00900,51,91097.0,Salaried,Mortgage,Business,Master,2396.0,570.0,0.02,0
A00901,21,100131.0,Salaried,Rent,Business,Master,3115.0,669.0,0.516,1
A00902,23,83395.0,Salaried,Rent,Business,Master,3457.0,598.0,0.311,1
A00903,31,108321.0,Unemployed,Own,Home Improvement,High School,2512.0,532.0,0.227,1
A00904,64,106952.0,Salaried,Mortgage,Auto,High School,6810.0,714.0,0.281,0
A00905,43,167661.0,Self-Employed,Mortgage,Home Improvement,,4007.0,,0.295,1
A00906,55,58850.0,Self-Employed,Mortgage,Education,,3810.0,,0.564,0
A00907,41,59229.0,Salaried,Mortgage,Medical,Bachelor,3729.0,690.0,0.393,0
A00908,29,25575.0,Unemployed,Own,Education,Master,4932.0,617.0,0.6,1
A00909,39,81131.0,Self-Employed,Rent,Auto,,2983.0,613.0,0.435,1
A00910,25,137645.0,Self-Employed,Rent,Medical,High School,1340.0,730.0,0.307,1
A00911,58,111577.0,Salaried,Rent,Business,Bachelor,3376.0,680.0,0.301,0
A00912,29,95271.0,Salaried,Rent,Auto,High School,3621.0,635.0,0.446,1
A00913,39,114505.0,Retired,Mortgage,Home Improvement,Bachelor,5452.0,708.0,0.487,0
A00914,69,84871.0,Self-Employed,Mortgage,Medical,Bachelor,1238.0,,0.504,1
A00915,50,63854.0,Retired,Own,Auto,Bachelor,1448.0,589.0,0.318,1
A00916,43,151187.0,Retired,Mortgage,Business,,2735.0,622.0,0.382,0
A00917,47,82593.0,Salaried,Own,Auto,Bachelor,3806.0,703.0,0.451,0
A00918,59,106064.0,Self-Employed,Rent,Auto,Bachelor,1086.0,680.0,0.295,1
A00919,33,29152.0,Salaried,Mortgage,Business,High School,1250.0,748.0,0.193,0
A00920,52,30920.0,Self-Employed,Mortgage,Auto,Bachelor,4302.0,620.0,0.271,0
A00921,63,75509.0,Salaried,Mortgage,Auto,Bachelor,1112.0,717.0,0.318,1
A00922,49,50719.0,Salaried,Rent,Business,High School,1459.0,673.0,0.458,0
A00923,42,78035.0,Self-Employed,Own,Auto,Bachelor,4494.0,619.0,0.556,1
A00924,28,59200.0,Self-Employed,Own,Business,Master,3759.0,705.0,0.166,0
A00925,33,177736.0,Self-Employed,Own,Business,High School,1763.0,676.0,0.263,0
A00926,67,102850.0,Salaried,Rent,Auto,Bachelor,3535.0,639.0,0.307,0
A00927,47,118774.0,Salaried,Rent,Medical,PhD,3154.0,683.0,0.477,1
A00928,35,32838.0,Retired,Own,Auto,Master,2422.0,687.0,0.293,0
A00929,41,94788.0,Salaried,Rent,Business,Bachelor,2061.0,670.0,0.292,0
A00930,49,66551.0,Salaried,Mortgage,Auto,Bachelor,3433.0,653.0,0.154,0
A00931,47,119659.0,Self-Employed,Mortgage,Home Improvement,PhD,1191.0,595.0,0.425,0
A00932,55,89645.0,Salaried,Own,Auto,Bachelor,3423.0,685.0,0.337,1
A00933,33,70040.0,Self-Employed,Mortgage,Business,High School,2958.0,628.0,0.265,1
A00934,52,45553.0,Salaried,Rent,Auto,High School,3073.0,614.0,0.331,1
A00935,42,74981.0,Unemployed,Mortgage,Auto,Master,1421.0,,0.525,1
A00936,67,108561.0,Retired,Own,Education,Bachelor,5524.0,743.0,0.215,0
A00937,28,122355.0,Retired,Rent,Medical,High School,1751.0,707.0,0.228,0
A00938,28,62356.0,Self-Employed,Rent,Home Improvement,High School,1915.0,645.0,0.547,0
A00939,43,165616.0,Salaried,Mortgage,Auto,,2415.0,643.0,0.366,0
A00940,45,105319.0,Self-Employed,Mortgage,Auto,,3783.0,721.0,0.461,1
A00941,54,51083.0,Unemployed,Rent,Education,Master,3021.0,464.0,0.428,1
A00942,40,47039.0,Self-Employed,Own,Education,Bachelor,855.0,732.0,0.35,0
A00943,65,68077.0,Self-Employed,Rent,Home Improvement,PhD,2622.0,558.0,0.309,0
A00944,44,62299.0,Self-Employed,Mortgage,Home Improvement,Master,2754.0,588.0,0.488,1
A00945,27,85121.0,Self-Employed,Rent,Home Improvement,High School,5579.0,647.0,0.544,1
A00946,26,72112.0,Self-Employed,Own,Auto,Bachelor,2172.0,821.0,0.522,0
A00947,68,64200.0,Salaried,Mortgage,Education,High School,3569.0,789.0,0.189,0
A00948,27,39921.0,Salaried,Mortgage,Business,PhD,10232.0,726.0,0.623,0
A00949,67,90670.0,Self-Employed,Mortgage,Education,High School,5048.0,703.0,0.313,0
A00950,34,38791.0,Salaried,Rent,Business,Bachelor,1360.0,,0.247,0
A00951,25,105451.0,Unemployed,Rent,Auto,Master,4077.0,,0.336,1
A00952,35,33998.0,Self-Employed,Own,Education,High School,3400.0,644.0,0.505,1
